Unnamed: 0,EN,UK,TRANSLATION,BLEU_Score,avg
191,My sun and stars is wounded.,Моє сонце і зірки поранений.,Моє сонце і зірки поранені.,0.668740304976422,0.1350462239206423
192,Some place dark and dusty.,Там страшна темрява і пилюка.,У якомусь місці темно і порошно.,1.1640469867513693e-231,0.1350462239206423
193,"People thought we lost the first game, we're going to lose the second game.","Усі думали, якщо ми програли першу гру, то програємо й наступну.","Люди думали, що ми програли першу гру, ми програємо другу.",0.2630501434025343,0.1350462239206423
194,And I know I saw a flash of her yesterday.,"І я знаю, що я бачив відблиск цієї лихості учора","І я знаю, що бачив її вчора спалах.",0.2846946938149361,0.1350462239206423
195,What happened?,Що тут було?,Что случилось?,9.918892480173173e-232,0.1350462239206423
196,- You're 15 years old.,"- Емілько, тобі п'ятнадцять років!",- Тобі 15 років.,1.3203832882211142e-231,0.1350462239206423
197,The file you are about to add to the project is an ISO9660 image. As such it can be burned to a medium directly since it already contains a file system. Are you sure you want to add this file to the project?,"Файл, який ви хочете додати до проекту, є штампом ISO9660. Його можна безпосередньо записати на носій, бо він вже містить файлову систему. Ви справді хочете додати цей файл до проекту?","Файл, який ви збираєтеся додати до проекту, є штампом ISO9660. Таким чином його можна записати напряму, оскільки він вже містить файлову систему. Ви впевнені, що хочете додати цей файл до проекту?",0.5268629753500367,0.1350462239206423
198,standardDeviation,Стандартне відхилення,Стандартне відхилення,1.491668146240062e-154,0.1350462239206423
199,The MySQL server log file '%1 'does not contain any errors or warnings.,У файлі журналу помилок сервера MySQL «% 1 » немає записів про помилки або попередження.,"Файл журналу помилок сервера MySQL ""% 1 "" не містить ніяких помилок або попереджень.",0.190220828115683,0.1350462239206423
200,Each control center module can be executed individually,Кожен з модулів центру керування можна виконувати окремо,Кожен з модулів центру керування можна виконувати окремо,1.0,0.1350462239206423
201,I can't go back there.,Я не могу вернуться.,Я не можу туди повернутися.,8.38826642100846e-155,0.1350462239206423
202,Like a frozen blanket.,Як і замороженому ковдру.,Как замороженное одеяло.,0.0,0.1350462239206423
203,"Download of ""%1"" from %2 failed. Reason: %3.","Спроба звантаження «% 1 » від% 2 зазнала невдачі. Причина:% 3.% 1 = file name,% 2 = nickname of recipient","Звантаження ""% 1 "" від% 2 зазнало невдачі. Причина:% 3.",0.16981710590732924,0.1350462239206423
