Unnamed: 0,EN,UK,TRANSLATION,BLEURT_Score
718.0,You gonna be finished soon?,"Еріку, тихіше.",Ти скоро закінчиш?,0.5708940029144287
719.0,"Now, go put your clothes on, get in the car, and lets go to work.","Вдягайся, лізь в машину та їдьмо на роботу.","А тепер піди одягайся, сідай в машину і їдьмо на роботу.",0.8847663402557373
720.0,Me and Dutch both got one.,У нас з Датчем теж є такі запальнички.,Я і Датч отримали один.,-0.10345418751239777
721.0,They are losing water now.,І втрачають воду.,Тепер вони втрачають воду.,0.614175021648407
722.0,- Did you want anything else?,- Ще щось хотіли?,- Хочеш ще чогось?,0.930915892124176
723.0,the one that put you in the wheelchair.,"Ту, що засадила вас у візок.","та, що поклала тебе в інвалідний візок.",0.6768214702606201
724.0,He was here.,Він був тут.,Він був тут.,0.9456459283828735
725.0,I like red wine better than white.,"Я люблю більше червоне вино, а не біле.","Я більше люблю червоне вино, ніж біле.",0.8689314126968384
726.0,"Now, Baron. Which hand did you touch me with?","Кажи, барон, якою рукою ти торкався мене?","Барон, якою рукою ти торкався мене?",0.7761149406433105
727.0,We're with you.,Ми на твоєму боці.,Ми з тобою.,0.0002367943525314331
728.0,Emotes,Емоційки,Емоції,0.4785459637641907
729.0,And fuck you if you're already thinking it.,"І, хай вам грець, якщо ви якраз подумали про це.","І пішов ти, якщо ти вже про це думаєш.",0.2239893674850464
730.0,He picks me up.,Він мене забере.,Он забрал меня.,0.42882031202316284
731.0,Clear the line and get to Duke's.,"Чорт, Коґґінсе.",Очисти линию и подойди к Дюку.,-0.7850663065910339
732.0,Been going on for a long time.,"Напевно, дуже старої.",Проходил долгое время.,0.21651755273342133
733.0,- Hey.,- Привіт.,- Привет.,0.6331419944763184
