Unnamed: 0,de,uk,TRANSLATION,BLEURT_Score,UK
945.0,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,Твій успіх - результат твоєї важкої праці.,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,0.9076040983200073,
946.0,Dein Französisch ist perfekt.,У тебе досконала французька.,Du hast perfekte Französisch.,0.26178574562072754,
947.0,Dein Französisch ist schon viel besser geworden.,Твоя французька стала набагато краща.,Dein Französisch ist viel besser geworden.,0.8490759134292603,
948.0,Dein Freund ist hier.,Твій друг тут.,Dein Freund ist hier.,0.9245562553405762,
949.0,Dein Führerschein ist abgelaufen.,Твої водійські права прострочені.,Ihre Führerscheine sind überfällig.,-0.3429301977157593,
950.0,Dein Geld brauch ich nicht. Ich brauche deine Zeit.,Мені не потрібні твої гроші. Мені потрібен твій час.,Ich brauche dein Geld nicht.,0.12543292343616486,
951.0,Dein Haus ist fantastisch.,Твій будинок просто фантастичний.,Dein Haus ist fantastisch.,0.9281817078590393,
952.0,Dein Haus muss repariert werden.,Твій будинок потребує ремонту.,Dein Haus muss repariert werden.,0.9122899770736694,
953.0,Dein Hund biss mich in die Hand.,Твій собака вкусив мене за руку.,Dein Hund hat mich am Arm gebissen.,-0.666115403175354,
954.0,Dein Hund hat mich in die Hand gebissen.,Твій собака вкусив мене за руку.,Dein Hund hat mich am Arm gebissen.,0.06627826392650604,
955.0,Dein Kleid gefällt mir.,Мені подобається твоя сукня.,Ich mag dein Kleid.,-0.3858422040939331,
956.0,Dein Kleid ist schon nicht mehr in Mode.,Твоє плаття вже вийшло з моди.,Dein Kleid ist aus der Mode gekommen.,-0.2833232283592224,
957.0,Dein Reißverschluss ist offen.,У тебе розстебнута ширінька!,Du hast ein gespicktes Gemäuer!,-0.8686878681182861,
958.0,Dein Vorschlag gefällt mir.,Мені подобається твоя пропозиція.,Ich mag dein Angebot.,-0.7348058223724365,
959.0,Dein Wort in Gottes Ohr!,Твої б слова та богу в вуха!,Deine Worte und Worte wären mir zu Ohren gekommen.,-0.6722288131713867,
960.0,Delfine und Wale sind keine Fische.,Детьфіни та кити не риби.,Delphine und Wale sind keine Fische.,0.024099603295326233,
961.0,"Dem nach zu urteilen, was sie sagt, ist er schuldig.","Судячи з того, що вона каже, він винний.","Er ist für das, was sie sagt, verantwortlich.",-0.44002896547317505,
962.0,Den Apfel habe ich gegessen.,Я з'їв яблуко.,Ich aß den Apfel.,-0.3540043234825134,
963.0,Den Film will ich noch einmal sehen.,Я хочу подивитися цей фільм ще раз.,Ich will den Film noch einmal sehen.,0.9310438632965088,
964.0,Denke an deine Zukunft!,Подумай про своє майбутнє.,Denk an deine Zukunft.,0.591020941734314,
965.0,"Denke daran, dass du Staub bist.","Пам’ятай, що ти порох.","Vergiß nicht, daß du Staub bist.",-0.2604182958602905,
966.0,Denke darüber nach.,Поміркуй над цим.,Denken wir einmal darüber nach.,0.3155461251735687,
967.0,"Denken Sie, Tom ist betrunken?","Гадаєте, Том п'яний?","Glauben Sie, Tom ist betrunken?",0.3608555197715759,
968.0,Denke über deine Zukunft nach!,Подумай про своє майбутнє.,Denk an deine Zukunft.,-0.15222381055355072,
969.0,Denk mal drüber nach.,"Подумай про це, будь ласка.","Denken Sie darüber nach, bitte.",-0.29529237747192383,
970.0,Denkst du auf Französisch?,Ти думаєш французькою?,Findest du Französisch?,-0.4411408305168152,
971.0,"Denkst du, dass ich meine Zeit vertue?","Гадаєш, я марную свій час?","Glaubst du, ich verschwende meine Zeit?",0.09096020460128784,
972.0,"Denkst du, Tom ist betrunken?","Гадаєш, Том п'яний?","Glaubst du, Tom ist betrunken?",0.2353273183107376,
973.0,"Denkt ihr, Tom ist betrunken?","Гадаєте, Том п'яний?","Glauben Sie, Tom ist betrunken?",-0.18548338115215302,
974.0,Den Studenten gefällt es.,Студентам він подобається.,Den Studenten gefällt er.,0.31139129400253296,
975.0,Den Tapferen hilft das Glück.,Доля посміхається сміливим.,Das Schicksal lächelt mutig.,-0.7196848392486572,
976.0,Der Affe fiel vom Baum.,Мавпа упала з дерева.,Der Affe ist vom Baum gefallen.,0.004342630505561829,
977.0,Der alte Hund bellte.,Старий пес загавкав.,Der alte Hund ist eingebrochen.,-0.2609631419181824,
978.0,Der alte Mann gab ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Er schenkte ihr eine kleine Puppe.,-0.04778195917606354,
979.0,Der Alte schenkte ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Er schenkte ihr eine kleine Puppe.,0.7448509931564331,
980.0,Der Anfang der Geschichte ist interessant.,Початок розповіді цікавий.,Der Beginn der Geschichte ist interessant.,0.2971324920654297,
981.0,Der Antisemitismus ist der Sozialismus der dummen Kerle.,Антисемитизм - це соціалізм для дурнів.,Antisemitismus ist der Sozialismus der Narren.,0.203292578458786,
982.0,Der Apfel fiel vom Baum.,Яблуко впало з дерева.,Ein Apfel fiel vom Baum.,0.7724066972732544,
983.0,Der Apfel ist gelb.,Це яблуко жовте.,Das ist ein gelber Apfel.,0.4816460609436035,
984.0,Der Apfel ist gelb.,Яблуко жовте.,Der Apfel ist gelb.,0.9236017465591431,
985.0,Der Apfel ist noch nicht reif.,Яблуко ще не стигле.,Der Apfel ist noch nicht reif.,0.9162191152572632,
986.0,Der Apfel ist vom Baum gefallen.,Яблуко впало з дерева.,Ein Apfel fiel vom Baum.,-0.05671621859073639,
987.0,Der Architekt adaptierte das Haus an die Bedürfnisse alter Menschen.,Архітектор пристосував будинок під потреби похилих людей.,Der Architekt installierte ein Gebäude für die Älteren.,-0.4432486891746521,
988.0,"Der Arzt riet ihm ihm, mit dem Rauchen aufzuhören.",Лікар порадив йому кинути палити.,"Der Arzt riet ihm, das Rauchen aufzugeben.",0.29836857318878174,
989.0,Der Aufzug funktioniert heute nicht.,Ліфт сьогодні не працює.,Der Lift läuft heute nicht mehr.,-0.6511498689651489,
990.0,Der Ausländer konnte überhaupt kein Japanisch.,Іноземець взагалі не знав японської.,Die Japaner kannten ihn überhaupt nicht.,-0.23304425179958344,
991.0,Der Autor hat einen schönen Stil.,У автора гарний стиль.,Der Autor hat einen guten Stil.,0.42045366764068604,
992.0,Der Bahnhof ist ganz in der Nähe des Hotels.,Станція знаходиться біля готелю.,Die Station befindet sich in der Nähe des Hotels.,-0.27513521909713745,
993.0,Der Bär frisst einen Apfel.,Ведмідь їсть яблуко.,Der Bär ißt einen Apfel.,0.25585222244262695,
994.0,Der Bär hat einen kurzen Schwanz.,У ведмедя короткий хвіст.,Der Bär hat einen kurzen Schwanz.,0.9108686447143555,
995.0,Der Baum ist grün.,Дерево зелене.,Ein grüner Baum.,0.0749298483133316,
996.0,Der Beamer funktioniert nicht.,Проектор не працює.,Der Projektor funktioniert nicht.,-0.25954002141952515,
997.0,Der Beamer geht nicht.,Проектор не працює.,Der Projektor funktioniert nicht.,-0.9063866138458252,
998.0,Der Berg ist mit Schnee bedeckt.,Гора вкрита снігом.,Der Berg ist mit Schnee bedeckt.,0.9074351191520691,
999.0,Der Bleistift ist schwarz.,Олівець чорний.,Der Bleistift ist schwarz.,0.9174085855484009,
,,,,199.26156341284513,Total Score
,,,,0.19926156341284512,Mean Score
