Unnamed: 0,de,uk,TRANSLATION,BLEU_Score,avg
907,Das wird nicht allzu schwierig sein.,Це буде не так вже й складно.,Das wird nicht allzu schwierig sein.,1.0,0.8304443303979759
908,Das wird nicht funktionieren.,Це не спрацює.,Das wird nicht funktionieren.,1.0,0.8304443303979759
909,Das wird nicht klappen.,Це не спрацює.,Das wird nicht klappen.,1.0,0.8304443303979759
910,Das wird nicht noch einmal passieren.,Цього більше не трапиться.,Das wird nicht einmal passieren.,7.070696784820904e-78,0.8304443303979759
911,Das wird nicht passieren.,Це не станеться.,Das wird nicht passieren.,1.0,0.8304443303979759
912,Das wird sich ereignen.,Це трапиться.,Das wird sich ereignen.,1.0,0.8304443303979759
913,Das wird Tom nicht gefallen.,Тому це не сподобається.,Das wird Tom nicht gefallen.,1.0,0.8304443303979759
914,Das wisst ihr doch.,Ви вже це знаєте.,Das wisst ihr doch.,1.0,0.8304443303979759
915,Das wisst ihr ja.,Ви вже це знаєте.,Das wisst ihr ja.,1.0,0.8304443303979759
916,Das wollte ich nicht.,Я не хотів цього.,Das wollte ich nicht.,1.0,0.8304443303979759
917,Das Wörterbuch enthält ungefähr eine halbe Million Wörter.,У цьому словнику приблизно півмільйона слів.,Das Wörterbuch enthält ungefähr eine halbe Million Wörter.,1.0,0.8304443303979759
918,Das Wörterbuch hier gehört mir.,Цей словник мій.,Das Wörterbuch hier gehört mir.,1.0,0.8304443303979759
919,Das Wort wird nicht mehr benutzt.,Це слово більше не використовується.,Das Wort wird nicht mehr benutzt.,1.0,0.8304443303979759
920,Das wusste ich nicht.,Я цього не знала.,Das wusste ich nicht.,1.0,0.8304443303979759
921,Das Zimmer hat zwei Fenster.,Ця кімната має два вікна.,Das Zimmer hat zwei Fenster.,1.0,0.8304443303979759
922,Das Zimmer ist leer.,Кімната пуста.,Das Zimmer ist leer.,1.0,0.8304443303979759
923,Das Zimmer war abgeschlossen.,Кімната була замкнена.,Das Zimmer war abgeschlossen.,1.0,0.8304443303979759
924,Das Zimmer wird morgen angestrichen.,Кімнату завтра пофарбують.,Das Zimmer wird morgen angestrichen.,1.0,0.8304443303979759
925,Das Zusehen schmerzte.,На це було боляче дивитися.,Das Zusehen schmerzte.,1.2213386697554703e-77,0.8304443303979759
926,Das zweite Semester hat geendet.,Закінчився другий семестр.,Das zweite Semester hat geendet.,1.0,0.8304443303979759
927,David ist zu Hause.,Давид вдома.,David ist zu Hause.,1.0,0.8304443303979759
928,Davon könnt ihr nur träumen.,Вам про це тільки мріяти.,Davon könnt ihr nur träumen.,1.0,0.8304443303979759
929,Da war niemand im Garten.,У саду нікого не було.,Da war niemand im Garten.,1.0,0.8304443303979759
930,Dazu bin ich zu alt.,Я для цього занадто стара.,Dazu bin ich zu alt.,1.0,0.8304443303979759
931,"Dein Bruder hat geheiratet, oder?","Твій брат одружився, чи не так?","Dein Bruder hat geheiratet, oder?",1.0,0.8304443303979759
932,Deine Antwort ist falsch.,Твоя відповідь невірна.,Deine Antwort ist falsch.,1.0,0.8304443303979759
933,Deine Frisur gefällt mir nicht.,Мені не подобається твоя зачіска.,Deine Frisur gefällt mir nicht.,1.0,0.8304443303979759
934,Deine Haare sind nicht einmal nass.,Твоє волосся навіть не мокре.,Deine Haare sind nicht einmal nass.,1.0,0.8304443303979759
935,Deine Haare sind zu lang.,Твоє волосся задовге.,Deine Haare sind zu lang.,1.0,0.8304443303979759
936,Deine Ideen sind ziemlich altmodisch.,Твої ідеї досить старомодні.,Deine Ideen sind ziemlich altmodisch.,1.0,0.8304443303979759
937,Deine Krawatte sitzt schief.,У тебе перекосилася краватка.,Деine Krawatte sitzt schief.,8.636168555094496e-78,0.8304443303979759
938,Deine Mannschaft ist stärker als unsere.,Твоя команда сильніша від нашої.,Deine Mannschaft ist stärker als unsere.,1.0,0.8304443303979759
939,Deine Mannschaft ist stärker als unsere.,"Твоя команда сильніша, ніж наша.",Deine Mannschaft ist stärker als unsere.,1.0,0.8304443303979759
940,Deine Meinung interessiert mich nicht.,Мене не цікавить ваша думка.,Deine Meinung interessiert mich nicht.,1.0,0.8304443303979759
941,Deine Meinung ist sehr konstruktiv.,Твоя думка дуже конструктивна.,Deine Meinung ist sehr konstruktiv.,1.0,0.8304443303979759
942,Deine Mutter ist ein Computer.,Твоя мати - комп'ютер.,Deine Mutter ist ein Computer.,1.0,0.8304443303979759
943,Deine Mutter wird mich umbringen.,Твоя мама мене вб'є.,Deine Mutter wird mich umbringen.,1.0,0.8304443303979759
944,Dein Englisch ist perfekt.,У тебе досконала англійська.,Dein Englisch ist perfekt.,1.0,0.8304443303979759
945,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,Твій успіх - результат твоєї важкої праці.,Dein Erfolg ist das Ergebnis deiner harten Arbeit.,1.0,0.8304443303979759
946,Dein Französisch ist perfekt.,У тебе досконала французька.,Dein Französisch ist perfekt.,1.0,0.8304443303979759
947,Dein Französisch ist schon viel besser geworden.,Твоя французька стала набагато краща.,Dein Französisch ist schon viel besser geworden.,1.0,0.8304443303979759
948,Dein Freund ist hier.,Твій друг тут.,Dein Freund ist hier.,1.0,0.8304443303979759
949,Dein Führerschein ist abgelaufen.,Твої водійські права прострочені.,Dein Führerschein ist abgelaufen.,1.0,0.8304443303979759
950,Dein Geld brauch ich nicht. Ich brauche deine Zeit.,Мені не потрібні твої гроші. Мені потрібен твій час.,Dein Geld brauch ich nicht. Ich brauche deine Zeit.,1.0,0.8304443303979759
951,Dein Haus ist fantastisch.,Твій будинок просто фантастичний.,Dein Haus ist fantastisch.,1.0,0.8304443303979759
952,Dein Haus muss repariert werden.,Твій будинок потребує ремонту.,Dein Haus muss repariert werden.,1.0,0.8304443303979759
953,Dein Hund biss mich in die Hand.,Твій собака вкусив мене за руку.,Dein Hund biss mich in die Hand.,1.0,0.8304443303979759
954,Dein Hund hat mich in die Hand gebissen.,Твій собака вкусив мене за руку.,Dein Hund hat mich in die Hand gebissen.,1.0,0.8304443303979759
955,Dein Kleid gefällt mir.,Мені подобається твоя сукня.,Dein Kleid gefällt mir.,1.0,0.8304443303979759
956,Dein Kleid ist schon nicht mehr in Mode.,Твоє плаття вже вийшло з моди.,Dein Kleid ist schon nicht mehr in Mode.,1.0,0.8304443303979759
957,Dein Reißverschluss ist offen.,У тебе розстебнута ширінька!,Dein Reißverschluss ist offen.,1.0,0.8304443303979759
958,Dein Vorschlag gefällt mir.,Мені подобається твоя пропозиція.,Dein Vorschlag gefällt mir.,1.0,0.8304443303979759
959,Dein Wort in Gottes Ohr!,Твої б слова та богу в вуха!,Dein Wort in Gottes Ohr!,1.0,0.8304443303979759
960,Delfine und Wale sind keine Fische.,Детьфіни та кити не риби.,Delfine und Wale sind keine Fische.,1.0,0.8304443303979759
961,"Dem nach zu urteilen, was sie sagt, ist er schuldig.","Судячи з того, що вона каже, він винний.","Dem nach zu urteilen, was sie sagt, ist er schuldig.",1.0,0.8304443303979759
962,Den Apfel habe ich gegessen.,Я з'їв яблуко.,Den Apfel habe ich gegessen.,1.0,0.8304443303979759
963,Den Film will ich noch einmal sehen.,Я хочу подивитися цей фільм ще раз.,Den Film will ich noch einmal sehen.,1.0,0.8304443303979759
964,Denke an deine Zukunft!,Подумай про своє майбутнє.,Denke an deine Zukunft!,1.0,0.8304443303979759
965,"Denke daran, dass du Staub bist.","Пам’ятай, що ти порох.","Denke daran, dass du Staub bist.",1.0,0.8304443303979759
966,Denke darüber nach.,Поміркуй над цим.,Denke darüber nach.,1.2213386697554703e-77,0.8304443303979759
967,"Denken Sie, Tom ist betrunken?","Гадаєте, Том п'яний?","Denken Sie, Tom ist betrunken?",1.0,0.8304443303979759
968,Denke über deine Zukunft nach!,Подумай про своє майбутнє.,Denke über deine Zukunft nach!,1.0,0.8304443303979759
969,Denk mal drüber nach.,"Подумай про це, будь ласка.",Denk mal drüber nach.,1.0,0.8304443303979759
970,Denkst du auf Französisch?,Ти думаєш французькою?,Denkst du auf Französisch?,1.0,0.8304443303979759
971,"Denkst du, dass ich meine Zeit vertue?","Гадаєш, я марную свій час?","Denkst du, dass ich meine Zeit vertue?",1.0,0.8304443303979759
972,"Denkst du, Tom ist betrunken?","Гадаєш, Том п'яний?","Denkst ду, Tom ist betrunken?",0.537284965911771,0.8304443303979759
973,"Denkt ihr, Tom ist betrunken?","Гадаєте, Том п'яний?","Denkt ihr, Tom ist betrunken?",1.0,0.8304443303979759
974,Den Studenten gefällt es.,Студентам він подобається.,Den Studenten gefällt es.,1.0,0.8304443303979759
975,Den Tapferen hilft das Glück.,Доля посміхається сміливим.,Den Tapferen hilft das Glück.,1.0,0.8304443303979759
976,Der Affe fiel vom Baum.,Мавпа упала з дерева.,Der Affe fiel vom Baum.,1.0,0.8304443303979759
977,Der alte Hund bellte.,Старий пес загавкав.,Der alte Hund bellte.,1.0,0.8304443303979759
978,Der alte Mann gab ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Der alte Mann gab ihr eine kleine Puppe.,1.0,0.8304443303979759
979,Der Alte schenkte ihr eine kleine Puppe.,Цей дідусь подарував їй маленьку ляльку.,Der Alte schenkte ihr eine kleine Puppe.,1.0,0.8304443303979759
980,Der Anfang der Geschichte ist interessant.,Початок розповіді цікавий.,Der Anfang der Geschichte ist цікавий.,0.7598356856515925,0.8304443303979759
981,Der Antisemitismus ist der Sozialismus der dummen Kerle.,Антисемитизм - це соціалізм для дурнів.,Der Antisemitismus ist der Sozialismus der dummen Kerle.,1.0,0.8304443303979759
982,Der Apfel fiel vom Baum.,Яблуко впало з дерева.,Der Apfel fiel vom Baum.,1.0,0.8304443303979759
983,Der Apfel ist gelb.,Це яблуко жовте.,Der Apfel ist gelb.,1.0,0.8304443303979759
984,Der Apfel ist gelb.,Яблуко жовте.,Der Apfel ist gelb.,1.0,0.8304443303979759
985,Der Apfel ist noch nicht reif.,Яблуко ще не стигле.,Der Apfel ist noch nicht reif.,1.0,0.8304443303979759
986,Der Apfel ist vom Baum gefallen.,Яблуко впало з дерева.,Der Apfel ist vom Baum gefallen.,1.0,0.8304443303979759
987,Der Architekt adaptierte das Haus an die Bedürfnisse alter Menschen.,Архітектор пристосував будинок під потреби похилих людей.,Der Architekt adaptierte das Haus an die Bedürfnisse alter Menschen.,1.0,0.8304443303979759
988,"Der Arzt riet ihm ihm, mit dem Rauchen aufzuhören.",Лікар порадив йому кинути палити.,"Der Arzt riet ihm ihm, mit dem Rauchen aufzuhören.",1.0,0.8304443303979759
989,Der Aufzug funktioniert heute nicht.,Ліфт сьогодні не працює.,Der Aufzug funktioniert heute nicht.,1.0,0.8304443303979759
990,Der Ausländer konnte überhaupt kein Japanisch.,Іноземець взагалі не знав японської.,Der Ausländer konnte überhaupt kein Japaneseisch.,0.7598356856515925,0.8304443303979759
991,Der Autor hat einen schönen Stil.,У автора гарний стиль.,Der Autor hat einen schönen Stil.,1.0,0.8304443303979759
992,Der Bahnhof ist ganz in der Nähe des Hotels.,Станція знаходиться біля готелю.,Der Bahnhof ist ganz in der Nähe des Hotels.,1.0,0.8304443303979759
993,Der Bär frisst einen Apfel.,Ведмідь їсть яблуко.,Der Bär frisst einen Apfel.,1.0,0.8304443303979759
994,Der Bär hat einen kurzen Schwanz.,У ведмедя короткий хвіст.,Der Bär hat einen kurzen Schwanz.,1.0,0.8304443303979759
995,Der Baum ist grün.,Дерево зелене.,Der Baum ist grün.,1.0,0.8304443303979759
996,Der Beamer funktioniert nicht.,Проектор не працює.,Der Beamer funktioniert nicht.,1.0,0.8304443303979759
997,Der Beamer geht nicht.,Проектор не працює.,Der Beamer geht nicht.,1.0,0.8304443303979759
998,Der Berg ist mit Schnee bedeckt.,Гора вкрита снігом.,Der Berg ist mit Schnee bedeckt.,1.0,0.8304443303979759
999,Der Bleistift ist schwarz.,Олівець чорний.,Der Bleistift ist schwarz.,1.0,0.8304443303979759
