EN,UK
Er ist kein Mörder.,He's not a murderer.
Ich sagte nichts.,I held my tongue.
"Was tun Sie, David?","What are you doing, David?"
"Nein, tun Sie das nicht, Sir!","No, no, no, don't do it, sir!"
"Auf der Naomi-Angst-Skala von eins bis zehn, wo eins für Schlaflosigkeit und zehn für Panikattacken steht, etwa fünf.",On the Naomi anxiety scale of one to ten-- where one is a touch of insomnia and ten is a panic attack-- about five.
- Der ist gut.,That's pretty good.
"O ihr, die ihr glaubt!",Believers!
Ich habe keine Angst.,I'm not scared of you.
"Ich frage mich, wie vielen Frauen Sie schon geschmeichelt haben, mit Papier und Gemälden?","I wonder, how many women have you flattered with paper and canvas?"
Generaldirektor für Landwirtschaft und Entwicklung des ländlichen Raumes,Director-General for Agriculture and Rural Development
"In Ordnung, bleibt wachsam.","All right, stay alert."
Umsetzungsfrist,Time limit for transposition
Arzneimittel für Kinder unzugänglich aufbewahren,Keep out of the reach and sight of children
- Da drüben.,-Over there.
"Ach, seit wann?",Since when?
"Ich werde dir Bescheid geben, ob und wann wir neue Waffen brauchen.",I will let you know if and when we need more guns.
Willst du mich einfach hier sitzen lassen und abhauen?,How can you just leave me like this and go?
Ihr Boss?,Your boss?
Ihr seid noch auf?,Why are you still up?
"Die Funktionen zum‚ Lückentext‘ können im Einstellungsdialog ein- und ausgeschaltet werden. Ist‚ Lückentext aktivieren‘ ausgeschaltet, können auch Schriften benutzt werden, bei denen im Zeichensatz andere Zeichen an der Position der Klammern stehen. Auch wird dann die Arbeitsgeschwindigkeit ein wenig größer.",The'Fill-in-the-blank 'features can be turned on and off in the Configuration dialog. Turning them of will make it possible to use fonts that map other characters to the positions of the brackets. It will also speed up performance slightly.
"Nein, nein, nein, nein, nein, nein...","No. No, no, no..."
"Beschäftigung, Produktivität und Löhne","Employment, productivity and wages"
Schlussfolgerung,Conclusion
- Mit wem haben Sie gesprochen?,- Who'd you talk to over there?
"Ja, das ist es.","Yeah, that's it."
- Ich weiß nicht.,- I do not know.
Vorwärts!,Push on!
"Aber ich denke es ist nur fair dir zu sagen, dass ich Zugang zu einer Liste habe.",But I think it's only fair to tell you I have access to list.
In diesem Fall findet Artikel 2 Anwendung.,In that case Article 2 applies.
"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people."
Du fehlst mir.,I miss you so much.
"Nein, nein ich verstehe es.","No, no, I understand."
"Was ich dir sagen werde ist, dass ich während meiner Zeit in der Wildnis...",What I will tell you is that during my time in the wilderness--
Ein Beispiel:,An example would look something like the following:
der tatsächliche Rumpfwinkel und der konstruktiv festgelegte Rumpfwinkel und die Abweichung voneinander;,the actual torso angle and the design torso angle and their relationship.
Einfach.,Simple.
- Irgendwas stimmt nicht.,- Something's not right.
- Bitte.,All right.
Wie geht es dir?,How are you?
Kommen Sie rein.,Do come in.
"Einen Moment noch, Siler.","Hang on, Siler."
- Nein...,- No...
Ich kenne den Geruch.,I know it.
Dann machen unsere Eltern aus uns was anderes.,"Then, our parents make us into something else."
"Oh, jetzt geht's los.","Oh, here we go."
Der Vizepräsident.,The Vice President.
"- (HU) Vielen Dank, Herr Präsident!","(HU) Thank you, Mr President."
- Das Wunderrisotto?,- The magic risotto?
"Viel Glück, Doc.","Good luck, Doc."
Hoffnung?,Hope?
Offshore-Schiffe,Offshore vessels
Einer Familie.,A family.
Ich bin so stolz auf dich.,I'm so proud of you.
Aber weißt du was?,But you know what?
"Lauf, verdammt!","Run, damn it!"
Er hat Recht.,"You know, he's right."
Was ist jetzt schon wieder?,What's the matter? You look funny.
"Wir haben keine Wahl, Bobby.","We have no choice, Bobby."
"Ich weiß nicht, was ich tun soll.",I'm not thinking.
Folgen Sie mir.,Follow me.
Kommt schon.,Come on.
Ist alles in Ordnung?,Is everything all right?
Entschuldigen Sie.,Excuse me.
Findest du mich begehrenswert?,Do you find me desirable?
Wir haben eine gemeinsame Vergangenheit.,We have a history.
Komm rein.,Come in.
Wir suchen nach dem Belgier.,We're looking for the Belgian.
Er hat ihr den Artefakt abgenommen.,He relieved her of her artifact.
- Was wollt ihr? - Pulli.,What do you want?
"Kinder, ich hatte nur einen Kampf in meinem Leben.","Kids, I've only been in one fight in my life."
Wer kann mir helfen?,Can you help me?
Kann ich dir nicht sagen.,I can't tell you that.
"Finden Sie raus, wo er ist.",Run a trace.
- War sie hübsch?,- Is she pretty?
- Du weißt den Namen noch?,You remember.
"- Aber, aber...",- But...
"Ähnliche Asset Management Aktivitäten, die nicht ausdrücklich erwähnt sind.",similar asset management activities not expressly mentioned.
Wo ist sie?,Where?
Und jetzt?,And now?
Also wirst du sehen und sie werden auch sehen,You shall see and they will see
"- Du hast gesagt, du liebst mich.",You said you'd still love me.
"Ich denke, wir haben nichts zu befürchten.",I think we're safe.
"Glaub mir, das hast du nicht.",Trust me. You didn't.
"Das Volk der Matsés lebt in Peru und Brasilien und hat eine Gesundheitsenzyklopädie mit mehr als 500 Seiten geschaffen, in der sie ihre traditionellen medizinischen Praktiken auflisten, um das Wissen ihrer Vorfahren für die jüngere Generation zu erhalten.","The Matsés people, who live in Peru and Brazil, have created a health encyclopedia more than 500 pages long cataloging their traditional medicinal practices, preserving ancestral knowledge for younger generations."
Sehr erfreut.,It is my pleasure.
Würde jetzt bitte jemand dem Kerl eine Waffe an den Kopf halten?,"Now, will someone please stick a gun in this Kramer's face?"
- Derzeit ist es sehr gefährlich.,- It's very dangerous right now.
Die Schlüssel.,- Yes? - The keys!
Bläschenkumpels.,Bubble Buddies.
Insgesamt,Total
Achtung.,Easy.
Jedoch viel Glück.,"Good luck, though."
"Er denkt immer noch, ich schulde ihm etwas, weil er mich eingeschworen hat.",Still thinks I owe him because he swore me in.
So ist es schon viel besser!,This is so much better.
Das ist so lustig.,That is so funny.
Sieh mich an.,Look at me.
Wie sehe ich aus?,How do I look?
Schatz.,Baby.
- Habe ich ihn erwischt?,- Did I get him?
Nicht für mich.,It's fun for you. It's not fun for me.
Sie waren es.,It was you.
Aber auch Alfonso.,I swore allegiance to Sancho.
"- Ja, vielen Dank auch. Super.",- That's what I'm saying.
"Wenn du einen Gegner hast, musst du dir eines vor Augen halten:",Remember
Ich habe mir schon Sorgen gemacht.,I was getting worried.
"Ja, das bin ich.","Yes, I'm sure."
"Und du vernichtest Beweise, die ich benötige.",And you destroy evidence. I need evidence.
"Das ist genau das, was wir vorhaben.",That's exactly what we want to do.
Hier.,Here.
"Richard, mach das nicht!",Richard.
"Achtung, Leute!",Brody!
"Tja, das ist Jamies Abteilung.","Mm-hmm. Well, that's Jamie's division."
"(1) Die Zollbehörden können, soweit dies nicht unverzichtbar für die richtige Erhebung der Einfuhr abgaben ist, in folgenden Fällen davon absehen, die Anmeldung der Angaben nach Artikel 178 Absatz 1 oder eines Teils derselben zu verlangen:",Article 178
- Nicht so gut.,- Not great.
- Ich habe zu tun.,Shh. I'm busy.
Anscheinend habe ich auch Polio gehabt.,Apparently I had polio too.
Hast du sie gefunden?,Did you find her?
"Bis zu deiner Geburt haben Roboter nicht geträumt. Sie kannten keine Sehnsucht, bloß einprogrammierte Wünsche.","Until you, robots didn't dream robots didn't desire unless we told them what to want."
Ich will mitmachen.,I want in.
Euer Gast ist angekommen.,Your guest has arrived.
Verdammte Scheiße!,Holy shit!
Es war Notwehr.,I don't know why any white jury would care why I did it.
Zu spät.,Too late.
Was war es dann?,What did we hear?
- In Ordnung.,- Al!
Stehenbleiben!,It's all right. - Freeze!
"Meist entscheiden Ereignisse, nicht die Menschen.","Events decide, not people."
Beihilfe,Aid
Kein Ausweis.,No papers on him.
Du bist mein Zuhause.,You are my home.
Sie hatte eine heiße Affäre mit einem Hollywood-Filmstar.,She had a torrid affair with a Hollywood movie star.
Weicheier.,Pussies.
GEGEN DIE ÜBERLEGENEN FEINDFAHRZEUGE.,Negative.
Und wie geht es euch?,How are you?
"Magnetischer Neurostimulator, den ich 1983 baute.",Magnetic neurostimulator I built in 1983.
"Nein, kannst du nicht.","No, you can't."
Und isst:,Eating...
Eigentlich nicht.,Not really.
Wir werden nicht Gott spielen.,I'm not gonna go and play God with you guys...
Hab euch lieb.,Love you.
Ich gehe schlafen.,I'm going to bed.
Verzeihen Sie.,Forgive me.
Mein Schwert.,My sword.
"Mach die Tür auf, damit ich raus kann!",Open the door.
Wie dumm von mir.,How silly of me.
Wirklich.,Really.
"Jawohl, Sir.","Aye aye, sir."
Sieh da mal durch.,Check these out.
Ich habe viel von dir gehört.,I've heard a lot about you.
"- Nein, nein, nein.","- No, no, no."
Irgendwann.,Eventually.
"Beweg dich, alter Mann!","Get moving, old goat."
Generaldirektor für Landwirtschaft und ländliche Entwicklung,Director-General for Agriculture and Rural Development
"Man befürchtet, dass immer mehr Arbeitsplätze ins Ausland wandern oder von illegalen Einwanderern eingenommen werden.",Stop it...
Sie und Adele?,You and adele?
Nein?,No?
Amerikas Rückzug aus Asien,America\u0027s Retreat from Asia
Sieh nur.,There it is.
Macht schon!,Come on! Let's go!
Wir zogen unsere Stofftiere an und versorgten sie mit besten Essen.,"We would dress up our stuffed animals, we would feed them the finest cuisine."
- Kann ich Ihnen helfen?,- Can I help you?
Was ist passiert?,What is this?
"Ein abgewichster, kleiner Dealer.","He's a smalltime dealer,"
"Nein, gar nichts.","No, nothing. Nothing."
Ich kann Ihnen helfen.,I can help you.
Lange Geschichte.,It's a long story.
"Ach, das ist aber schön! Willkommen.",What a surprise!
In gewisser Weise vereinfacht der Staatsstreich der Hamas die Lage.,"In some ways, Hamas’s coup makes things clearer."
Ich hol die Kinder.,I'll get the kids.
Regina als Kathryns neue Freundin wäre kaum beglückt.,"Given her new friendship with Kathryn, I don't think Regina would be happy."
Wir müssen weg.,"We got to get out of here, right now!"
"Du kannst wohnen, wo du willst.",You've a right to live where you please.
"Ich denke, Sie sollten versuchen die Sachen zu beschleunigen.",Guess you should try to expedite things.
- Wieso klappt's nicht?,- Why isn't it? - I don't know.
Datei:,Additional service:
"Phantasie, die, wer wurde Liebe von fern","Fancy, the one who would love from afar"
Er hat die erste Explosion überlebt.,He survived the first explosion.
"Gute Nacht, Senor.","Goodnight, sir."
- Ein Jahr?,- A year?
Wir brauchen Ihre Hilfe.,We need your help.
"gestützt auf den Vertrag zur Gründung der Europäischen Gemeinschaft,","Having regard to the Treaty establishing the European Community,"
Sechs.,Six.
Ich verstehe das nicht.,I don't get it.
Was ist hier eigentlich los?,What the hell is going on?
Ich zähle bis drei.,I'll count to three.
Stimmt das?,Is that right?
"Und wenn Sie sich uns anschließen, werden Sie nicht nur Ihre Rache bekommen, sondern helfen, ein neues Kapitel in der amerikanischen Geschichte zu schreiben.","And if you join us, you will not only have your revenge, but you will help write a new chapter in American history."
"Genug, um dich und deine ganze Familie 10-mal zu töten.",Enough to kill you and your whole family ten times over.
Wir haben telefoniert.,We spoke on the phone.
"Kommen wir zum Punkt: Ich will, dass Sie den Ball flach halten.","Moving forward, I want you to keep your head down."
"- Nun, das freut mich für sie.",So what do you want from me?
- Haben Sie?,- This girl who did?
Tu mir einen Gefallen.,Do me a favor.
Ich mache es.,I will.
- Ich habe es gehört.,- I heard.
Bist du verrückt?,Are you crazy?
- Das ist Unsinn.,- That's bullshit.
Er ist groß.,- It's big.
Klinische Studien bei Kindern mit chronischer Hepatitis C:,Clinical trials in paediatric patients with chronic hepatitis C:
Du weißt es nicht wahr ?,"You know, don't you?"
- Ich weiß es.,- l know.
WIRKSTOFF(E) UND SONSTIGE BESTANDTEILE,STATEMENT OF ACTIVE AND OTHER SUBSTANCES
"Wunderbar, oder?",Isn't it beautiful?
Kann ich die haben?,Can I take it?
Ich muss Ihnen etwas gestehen.,"Dear lady, I have a small confession to make."
Ich hasse dich!,I hate you!
- Schön.,- Beautiful.
Wir können nichts tun.,"Well, you can't do anything."
Ich bin ein Mensch.,Human.
Oh mein...,"Oh, my..."
Was zum Teufel willst du?,What the hell do you want?
"Dies ist eine Frage, die weit über bloße Zahlen und technische Details und sogar über die Unterstützung der nationalen Sparpolitiken hinausgeht.",This is something which goes well beyond figures and technicalities and even support for national austerity policies.
"- Nein, dafür ist keine Zeit mehr.","No, there's no time."
Das kannst du nicht ernst meinen.,You can't mean that.
"Es gesteht uns nichts zu, nur, wenn es darum geht, uns mit Schande zu belegen.",It does not acknowledge us if only to shame us.
- Mach schon.,- Go ahead.
"Na ja, da gibt es abhauen und ""abhauen""","Well, there's goin' and there's goin'."
Die Wachen sind dort im Sommerlager.,The guards are in summer camp at Tsarskoe.
Also Vorsicht.,So be careful.
Aber wir brauchen Beweise.,We need proof.
Wollen Sie jetzt den falschen Weg der EU in Richtung auf einen Liberalisierungsfundamentalismus weiter gehen?,Are you now going to continue down the EU 's incorrect road towards deregulation fundamentalism?
Lösungen in diesem Sektor brauchen Zeit.,Solutions in this sector take time.
ca. 7.000 Einwohner,"approx. 7,000 inhabitants"
"Ist es Sumpffieber, wird ihre Temperatur fallen.","If it's swamp fever, her temperature will break."
"Zu guter letzt einige Selbstverständlichkeiten... Hunde, Fahrräder und Alkohol sollten auf Demos nichts verloren haben.","Finally some matters of course... Dogs, bicycles and alcohol should not be brought to demonstrations."
"Es wäre eine Schande, wenn die Europäische Union und die Mitgliedstaaten an einer Politik festhielten, die das Militärregime nicht schwächt, sondern im Gegenteil eindeutig stärkt.","It would be a disgrace for the European Union and the Member States to continue a policy that does not weaken but, on the contrary, clearly strengthens the military regime."
- Und wozu soll das gut sein?,I don't understand.
"Aber er hat mich benutzt. Um auf dem Stand bei der Untersuchung zu bleiben, zu wissen, wann er wegrennen muss.","But he used me... to stay ahead of the investigation, to know when to make a run for it."
Auf jeden Fall: 'Ne ganze Menge von den Attentaten sind wirklich an einem 23. passiert.,"Either way, the part on assassinations is true. Many occurred on the 23rd."
Es tut mir für Sie beide leid.,I'm sorry for you both.
In beiden Residenzen BOUGANVILLAGE und LE VELE können die Wohnungen jeweils im Erdgeschoss mit Patio als auch im ersten Stockwerk mit Veranda liegen (jeweils mit Tisch und Stühlen ausgestattet).,"At the Bouganvillage and Le Vele Residence accommodation can be on the ground floor with patio or on the first floor with veranda, both equipped with table and chairs."
"Also haben der Schnelle und Darhk das, was Darhk vom KGB bekam?","So the speedster and Darhk, they have whatever the KGB gave Darhk?"
